"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\D-SJC-00536589\Processor(_Total)\% Processor Time"
"03/10/2014 01:09:17.508","99.616029526738672"
"03/10/2014 01:09:18.901","99.626645586502093"
"03/10/2014 01:09:19.968","99.817281154828081"
"03/10/2014 01:09:21.149","100"
"03/10/2014 01:09:22.684","99.830591066537423"
"03/10/2014 01:09:23.945","99.793855661857322"
"03/10/2014 01:09:25.188","99.581572619077789"
"03/10/2014 01:09:26.630","99.684419689076407"
"03/10/2014 01:09:28.009","99.622983307616948"
"03/10/2014 01:09:29.447","99.728749902193471"
"03/10/2014 01:09:30.722","84.861757060352645"
"03/10/2014 01:09:31.729","42.792991327218907"
"03/10/2014 01:09:32.734","89.524413525255156"
"03/10/2014 01:09:33.995","100"
"03/10/2014 01:09:35.324","97.066034498141747"
"03/10/2014 01:09:36.727","91.56669200919174"
"03/10/2014 01:09:38.225","98.741900485056519"
"03/10/2014 01:09:39.601","99.669390249857003"
"03/10/2014 01:09:40.904","99.950067612293907"
"03/10/2014 01:09:42.190","99.646397964868754"
"03/10/2014 01:09:43.646","99.687347753816937"
"03/10/2014 01:09:44.965","100"
"03/10/2014 01:09:46.376","99.769712960313669"
"03/10/2014 01:09:47.741","99.857164098315863"
"03/10/2014 01:09:49.169","99.681213021586288"
"03/10/2014 01:09:50.685","99.699928088260975"
"03/10/2014 01:09:51.931","99.791290236533186"
"03/10/2014 01:09:53.202","99.642077878680752"
"03/10/2014 01:09:54.279","99.879206314870856"
"03/10/2014 01:09:55.428","99.717324912572948"
"03/10/2014 01:09:56.557","99.942412935224212"
"03/10/2014 01:09:57.676","99.883848073995566"
"03/10/2014 01:09:58.800","99.768523588247632"
"03/10/2014 01:09:59.844","99.564263392532226"
"03/10/2014 01:10:00.896","99.320468605898597"
"03/10/2014 01:10:02.042","98.639006928108273"
"03/10/2014 01:10:03.924","99.827300019666538"
"03/10/2014 01:10:05.035","99.882959022783467"
"03/10/2014 01:10:06.453","99.220882198736561"
"03/10/2014 01:10:07.847","99.906761832712363"
"03/10/2014 01:10:09.203","97.745823529021138"
"03/10/2014 01:10:10.650","98.114352949790003"
"03/10/2014 01:10:12.053","99.582971106313494"
"03/10/2014 01:10:13.314","99.896886945498636"
"03/10/2014 01:10:14.703","99.812852404321148"
"03/10/2014 01:10:15.946","99.843026563769371"
"03/10/2014 01:10:17.462","99.700020431126433"
"03/10/2014 01:10:18.654","99.563479411590393"
"03/10/2014 01:10:19.838","99.945135498016484"
"03/10/2014 01:10:21.100","99.690783492785982"
"03/10/2014 01:10:22.128","98.229906547873298"
"03/10/2014 01:10:23.463","99.853907075460143"
"03/10/2014 01:10:24.875","99.677940518091063"
"03/10/2014 01:10:26.132","76.147135222637004"
"03/10/2014 01:10:27.350","99.946666390972936"
"03/10/2014 01:10:28.767","100"
"03/10/2014 01:10:30.034","99.897415939069489"
"03/10/2014 01:10:31.333","99.599764419710354"
"03/10/2014 01:10:32.544","99.946336083732874"
"03/10/2014 01:10:33.753","99.462473096778496"
"03/10/2014 01:10:35.085","99.853522909242344"
"03/10/2014 01:10:36.298","100"
"03/10/2014 01:10:37.607","99.801490637344088"
"03/10/2014 01:10:38.836","99.629544775084071"
"03/10/2014 01:10:40.125","98.487494122587421"
"03/10/2014 01:10:41.463","98.640533380062877"
"03/10/2014 01:10:42.506","99.875264870250518"
"03/10/2014 01:10:43.600","99.702984448814078"
"03/10/2014 01:10:44.912","99.256717470840556"
"03/10/2014 01:10:46.190","99.644046151646037"
"03/10/2014 01:10:47.584","98.601413146352073"
"03/10/2014 01:10:48.633","99.442171651506612"
"03/10/2014 01:10:50.047","99.724241856013521"
"03/10/2014 01:10:51.383","99.756694112319437"
"03/10/2014 01:10:52.828","99.910052591557815"
"03/10/2014 01:10:54.121","99.496996885452631"
"03/10/2014 01:10:55.497","99.527882291322328"
